Organization,Program,Program Division,Program Branch,BU,Business Unit,DeptID,Department,Position,Title,Job Code,Classification,Direct Reports,Indirect Reports,City,Position Status,Reg Temp,Full or Part-Tme,Budgeted Position,Supervisor Position,Supervisor Name,Empty,Vacant,True Vacancy,Future Vacancy,Months Last Filled,Last Filled By Base Incumbent,Months Last Filled  By Base Incumbent,Employee DeptID,Empl ID,Empl Status,Appt Status,Age,Employee Jobcode,Employee  Classification,Grade,Step,Salary type,Type,Standard Hours,Base,Position Jobcode Max Annual Rate,Employee Jobcode Max Annual Rate,Annual Rate,ABBR,Salary Admin Plan,AMA,AMA Limit Date,CAD,CAD Limit Date,SPP,SPP Limit Date,TAJ,TAJ Limit Date,Future Termination Date,Future Termination Reason,TA Status,TA Start Date,TA Return Date,TA Return BU,TA Return DeptID,TA Return Jobcode,TA Return Gate,TA Return Position,TA Return Supervisor,TA Return ABBR,Leave Reason,Leave Start Date,Leave Return Date
Citizens Services,OCIO Enterprise Services,Information Management Branch,OES RU Info Management,BC112,Citizens' Services,112-0566,OES-IMB Project & Business,508011,Design Lead,1000000,ISL 27R,,,Prince George,Proposed,R,P,N,62533239,"Ryan-Lee,Abdullah",Y,Y,,,197,,,,,49241,49241,49241,49241,GEU,,,,,,,,,2012-04-21,Redundant,,,,,,,,,,,,,,,,Ext In,2016-02-27,2020-10-22,508011,,84526868,"Moad,Fergus",69711,BC112,112-0566,,,
Justice,Legal Services Branch,LSB-Legislative Counsel,LSB-Legislative Counsel,BC105,Attorney General,105-1307,LSB -Legislative Counsel,185005,"Exe Dir, Data & Digi Platforms",1000000,Band 5,15,10,Salmon Arm,Proposed,T,F,Y,53298686,"Ole,Gurveer",,,,Y,,,,,,,,,,,,,,,,,,,2018-01-18,Job Ends/End of Recall Limit,,,425105,Leave W/Py,Auxilliary more than 1827,40,185005,STKWRK 12R,33A,4,Rehab Employment,35,,105-1307,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps VI/SC,Pt Albrni",BC112,Citizens' Services,112-3562,"CS-SBC - SDOps VI/SC,Pt Albrni",508011,Full Stack Developer-Level 4,1000000,ISL 27R,,,Oliver,Approved,R,F,Y,99990949,"Henry,Kinneil",Y,Y,Y,Y,188,Y,105,,Int Out,74547,74547,74547,74547,MGT,,,,,,,,,2015-01-20,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps INE,  Lillooet",BC112,Citizens' Services,112-3600,"CS-SBC - SDOps INE,  Lillooet",551104,Training Administrator,1000000,CLK 12R,8,2,Dawson Creek,Frozen,T,F,Y,70846188,"Vinnie,Bharath",Y,Y,,,187,Y,108,,,42402,42402,42402,42402,MGT,,,,,,,,,2012-08-31,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Real Property Division,Workplace Development Services,SS-RPD-Wrkplc Development Srvc,BC112,Citizens' Services,112-0555,SS-RPD-Wrkplc Development Srvc,551103,Finance Services Rep,1000000,CLK 09R,,3,Nelson,Proposed,R,F,Y,56202972,"Ilyas,Ehsan",Y,Y,Y,Y,150,Y,165,,,45280,45280,45280,45280,PEA,,,,,,,,,2012-11-18,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Government Digital Experience ,GDX - ADM's Office,GDX-Asst Deputy Minister's Off,BC112,Citizens' Services,112-5291,GDX-Asst Deputy Minister's Off,508011,Project Lead,1000000,ISL 27R,15,,Richmond,Frozen,T,F,N,19547169,"Kayne,Abhinav",,,Y,Y,,,,,,56420,56420,56420,56420,PEA,,,,,,,,,2011-05-30,Redundant,,,302595,Leave W/Py,Auxilliary less than 1827,28,508011,COMM O 21R,19A,5,Classification Adjustment,35,B,112-5291,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps NW,  Vanderhoof",BC112,Citizens' Services,112-3627,"CS-SBC - SDOps NW,  Vanderhoof",185003,"Director, Client Relations",1000000,Band 3,,6,100 Mile House,Frozen,R,F,Y,70971583,"Jaidyn,Shaun",Y,Y,Y,Y,13,,,,,113626,113626,113626,113626,MGT,,,,,,,,,2012-05-04,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Real Property Division,Accommodation Management,SS-RPD Accommodation Manage,BC112,Citizens' Services,112-0085,SS-RPD Accommodation Manage,791302,Coop Student,1000000,COOP LVL 2,15,3,Nelson,Proposed,R,F,Y,68881145,"Giancarlo,Bryce",Y,Y,Y,,163,Y,128,,,48012,48012,48012,48012,QP,,,,,,,,,2017-08-28,Redundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Mail Prep,BC067,Product Services,067-5164,SS-PSD-BC Mail Prep,185004,"Director, Strategic Projects",1000000,Band 4,2,13,Powell River,Approved,T,P,N,18718621,"Reace,Abdul-Aziz",,,Y,Y,,,,,,86510,,,,GEU,,,,,,,,,2015-06-01,Retired,,,416934,Leave,Regular,54,185004,FO 15R,MS3,4,Underimplemented,35,B,067-5164,,,,,,,,,,,,Paid Absence Prior to Retiremt,2017-06-30,2020-04-22
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps SE, Sparwood",BC112,Citizens' Services,112-3587,"CS-SBC - SDOps SE, Sparwood",551103,Financial Services Clerk,1000000,CLK 09R,,10,Nakusp,Frozen,R,F,Y,98415137,"Ramsey,Kevyn",Y,Y,Y,,57,,,,,114240,114240,114240,114240,OEX,,,,,,,,,2015-03-21,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,Int Out,2017-07-06,2021-09-15,551103,,14433093,"Harley,Doire",89015,BC112,112-3587,,,
Citizens Services,Deputy Ministers Office,Deputy Ministers Office,CS - Deputy Minister's Office,BC112,Citizens' Services,112-2608,CS - Deputy Minister's Office,551104,Business Relations Officer,1000000,CLK 12R,,8,Clinton,Proposed,T,P,Y,50994475,"Maksim,Basher",Y,Y,,,69,,,,Int Out,45599,45599,45599,45599,GEU,,,,,,,,,2018-08-07,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,BC Data Service,BCDS - ADMO's Office,BCDS BC Data Service,BC112,Citizens' Services,112-0186,BCDS BC Data Service,551504,Prj Mgmt Analyst: Early Learn.,1000000,ADMN O 21R,,,Powell River,Proposed,T,F,Y,13584734,"Malakai,Julian",Y,Y,,,67,,,,Ext Out,112308,112308,112308,112308,MGT,,,,,,,,,2016-08-04,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,Revenue Division,Receivables Management Office,Student Aid BC,BC022,Ministry of Finance,022-2648,RD RMO BCSL Stdnt Aid BC Admin,185004,Director IM Practice Reviews,1000000,Band 4,10,,Quesnel,Proposed,T,F,N,93755480,"Thorfinn,Franklin",,,Y,,,,,,,46795,46795,46795,46795,GEU,,,,,,,,,2012-10-08,Paid Absence Prior to Retiremt,,,350899,Leave W/Py,Auxilliary less than 1827,26,185004,APPL LEAD,30A,5,Standard,35,B,022-2648,,,,,,,,,,,,,,
Citizens Services,Corporate Services Division,Strategic Human Resources,CS-CSD-Strategic Human Res,BC112,Citizens' Services,112-3536,CS-CSD-Strategic Human Res,508013,"Team Lead, Service Delivery",1000000,ISL 30R,,,Port Hardy,Frozen,R,F,Y,08081394,"Burhan,Jamie",,,,Y,,,,,,,,,,,349,,,,,,,,2016-11-29,Job Ends/End of Recall Limit,,,299857,Active,Auxilliary less than 1827,52,508013,LB AST 12R,DM2,1,Salary Protected,35,B,112-3536,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Mail Nanaimo,BC067,Product Services,067-5163,SS-PSD-BC Mail Nanaimo,185005,"ED, Connected Communities",1000000,Band 5,,,Houston,Proposed,R,F,Y,20191563,"Conan,Zidane",,,Y,Y,,,,,,106353,106353,106353,106353,MGT,,,,,,,,,2017-03-15,Layoff (With Recall),,,618285,Active,Regular,20,185005,COMM O 15R,S15,1,Underimplemented,35,,067-5163,,,,,,,,,,,,,,
Labour,Employment Standards,"ESB Mgr., Corporate Operations",,BC127,Ministry of Labour,127-1861,"ESB Mgr., Corporate Operations",508011,Dev Operations Specialist,1000000,ISL 27R,9,,Fort Nelson,Approved,T,F,Y,42319579,"Aaren,Jaise",Y,Y,Y,,23,Y,63,,,80752,80752,80752,80752,PEA,,,,,,,,,2018-07-18,Layoff (With Recall),,,,,,,,,,,,,,,,Ext Out,2011-12-22,2021-11-03,508011,,99529345,"Sulayman,Mitch",97100,BC127,127-1861,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps SE,  Cranbrook",BC112,Citizens' Services,112-3578,"CS-SBC - SDOps SE,  Cranbrook",551501,"Supervisor, Network Stockroom",1000000,ADMN O 15R,,,Kaslo,Approved,T,P,Y,33499752,"Madox,Sebastien",Y,Y,Y,,53,Y,71,,,,,,,,,,,,,,,,2017-05-21,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps NW,  Atlin",BC112,Citizens' Services,112-3636,"CS-SBC - SDOps NW,  Atlin",551103,Administrative Support,1000000,CLK 09R,8,,Prince George,Proposed,T,F,N,39869585,"Jarno,Kyde",Y,Y,,Y,81,,,,,101578,,,,MGT,,,,,,,,,2015-12-29,Layoff (With Recall),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Information Management Branch,OES RU Info Management,BC112,Citizens' Services,112-0566,OES-IMB Project & Business,185003,"Mgr, Central Agency Operations",1000000,Band 3,,6,Bella Coola,Approved,T,P,N,41533983,"Jaksyn,Darrius",,,Y,,,,,,,78386,,,,GEU,,,,,,,,,2022-08-14,Resignation,,,142714,Active,Regular,52,185003,Band 3,09A,3,Salary Protected,35,B,112-0566,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps SE,  Penticton",BC112,Citizens' Services,112-3603,"CS-SBC - SDOps SE,  Penticton",185004,"Sr Dir, Online Svcs Solutions",1000000,Band 4,,8,Mackenzie,Approved,R,P,Y,60363435,"Sameer,Sam",Y,Y,Y,Y,48,Y,147,,,44250,44250,44250,44250,MGT,,,,,,,,,2014-06-17,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps VI/SC,Pt Albrni",BC112,Citizens' Services,112-3562,"CS-SBC - SDOps VI/SC,Pt Albrni",185005,"Exec Director, Client Services",1000000,Band 5,,11,Fort Nelson,Proposed,T,F,N,08811510,"Karandeep,Ayyub",,,,Y,,,,,,95043,95043,95043,95043,OEX,394,,,,,,,,2018-01-08,Paid Absence Prior to Retiremt,,,184629,Leave W/Py,Regular,28,185005,Band 5,05B,2,Salary Protected,35,,112-3562,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Mail DigitalMailroom,BC067,Product Services,067-5183,SS-PSD-BC Mail DigitalMailroom,551105,Senior Disposal Associate,1000000,CLK 15R,,,Stewart,Frozen,R,F,Y,07094592,"Boab,Sayeed",,,,,,,,,Ext Out,66103,66103,66103,66103,GEU,,,,,,,,,2010-05-15,Job Ends/End of Recall Limit,,,011322,Active,Auxilliary more than 1827,41,551105,ADMN O 30R,B4,4,Salary Protected,35,,067-5183,,,,,,,,,,,,,,
Citizens Services,Corporate Services Division,Financial and Administrative Services Branch,CS-CSD-Fin & Admin Serv Branch,BC112,Citizens' Services,112-0190,CS-CSD-Fin & Admin Serv Branch,508011,Senior Database Administrator,1000000,ISL 27R,6,12,Bella Coola,Proposed,T,F,N,71024353,"Raymond,Emmanuel",,,Y,Y,,,,,Ext In,43091,43091,43091,43091,PEA,,,,,,,,,2020-11-05,Redundant,,,483793,Leave W/Py,Regular,24,508011,ADMN O 18R,B2,5,Classification Adjustment,35,B,112-0190,,Int In,2016-03-24,2022-10-04,508011,B2,11977175,"Tiernan,J",81830,BC112,112-0190,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps INE,  Kamloops",BC112,Citizens' Services,112-3598,"CS-SBC - SDOps INE,  Kamloops",551505,Senior Planning Analyst,1000000,ADMN O 24R,,10,Fort St James,Frozen,T,F,N,85263495,"Lawrie,Caedyn",Y,Y,Y,,22,Y,109,,,69298,69298,69298,69298,QP,,,,,,,,,2012-04-27,Retired,,,,,,,,,,,,,,,,Ext Out,2014-06-09,2021-02-28,551505,,07558521,"Mahmoud,Rayden",97525,BC112,112-3598,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps NW,  Burns Lake",BC112,Citizens' Services,112-3637,"CS-SBC - SDOps NW,  Burns Lake",553105,Branch Operations Coordinator,1000000,CLK ST 15R,15,,Fort Nelson,Approved,R,F,Y,62108665,"Dylan,Iman",,,,Y,,,,,,90989,90989,90989,90989,GEU,,,,,,,,,2014-05-19,Job Ends/End of Recall Limit,,,823632,Leave W/Py,Auxilliary less than 1827,65,553105,ISL 30R,15A,5,Standard,35,B,112-3637,,Ext In,2017-02-03,2021-06-27,553105,15A,52433494,"Sonny,Antoni",53532,BC112,112-3637,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps NW, Ft St James",BC112,Citizens' Services,112-3621,"CS-SBC - SDOps NW, Ft St James",508010,Software Service Products Mgr,1000000,ISL 24R,9,15,Daajing Giids,Proposed,T,F,Y,28831466,"Macaully,Kiegan",,,Y,,,,,,,40471,40471,40471,40471,GEU,,,,,,,,,2015-06-28,Job Ends/End of Recall Limit,,,879022,Leave,Regular,39,508010,ARCHIV 24R,03B,5,Uprange Salary,35,B,112-3621,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-KP Print Brokerage,BC067,Product Services,067-7803,SS-PSD-KP Print Brokerage,185001,"Manager, Business Enablement",1000000,Band 1,,4,Daajing Giids,Proposed,R,F,N,00279185,"Lance,Litrell",,,,,,,,,,66490,66490,66490,66490,QP,,,,,,,,,2016-02-15,Resignation,,,187240,Leave W/Py,Auxilliary more than 1827,30,185001,STKWRK 15R,S15,3,Standard,35,,067-7803,,,,,,,,,,,,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Mail Kelowna,BC067,Product Services,067-5169,SS-PSD-BC Mail Kelowna,551103,Publications & Records Tech,1000000,CLK 09R,15,8,Ucluelet,Approved,R,F,N,97023582,"Thomas-Jay,Shreeram",,,Y,,,,,,,104813,104813,104813,104813,QP,,,,,,,,,2013-10-21,Layoff (With Recall),,,498579,Active,Regular,43,551103,COOP LVL 2,15A,5,Uprange Salary,35,B,067-5169,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps VI/SC, Sechelt",BC112,Citizens' Services,112-3564,"CS-SBC - SDOps VI/SC, Sechelt",185002,"Mgr, Fin Planning and Analysis",1000000,Band 2,,3,Mackenzie,Frozen,T,P,Y,00938603,"Cohan,Hayden",,,,,,,,,,68165,,,,QP,,,,,,,,,2021-10-15,Resignation,,,401712,Leave W/Py,Regular,27,185002,AO-IPM 24R,28,1,Uprange Salary,35,B,112-3564,,,,,,,,,,,,,,
Citizens Services,Real Property Division,Real Estate Business Services,SS-RPD-RE Business Services,BC112,Citizens' Services,112-0551,SS-RPD-RE Business Services,508011,Sr Network Security Analyst,1000000,ISL 27R,,15,Fort St James,Frozen,R,P,Y,41457601,"Keavan,Denzel",Y,Y,Y,,92,Y,18,,,,,,,,,,,,,,,,2013-06-28,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Office of the Government Chief Information Officer,Information Communication Technologies,CS-ICT Telecommunications Off,BC112,Citizens' Services,112-0137,CS-ICT Telecommunications Off,508013,Senior Team Lead,1000000,ISL 30R,,7,Penticton,Proposed,R,F,Y,86647491,"Kellen,Kristian",,,Y,,,,,,,78882,78882,78882,78882,QP,,,,,,,,,2015-07-01,Retired,,,565848,Leave W/Py,Auxilliary more than 1827,21,508013,FO 24R,27,5,Salary Protected,35,B,112-0137,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,CS-SBC - SDOps Director,BC112,Citizens' Services,112-3540,CS-SBC - SDOps Director,551505,Planning & Performance Analyst,1000000,ADMN O 24R,,5,Grand Forks,Approved,T,F,Y,32330278,"Luqman,Cahlum",,,,Y,,,,,Ext In,89280,89280,89280,89280,MGT,,,,,,,,,2019-02-08,Paid Absence Prior to Retiremt,,,636492,Leave W/Py,Regular,33,551505,XML Editor,27,4,Standard,35,,112-3540,,Int In,2019-09-05,2020-08-17,551505,27,70579058,"Chin,Milo",68844,BC112,112-3540,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps INE, Dawson Crk",BC112,Citizens' Services,112-3618,"CS-SBC - SDOps INE, Dawson Crk",508013,Senior Technical Analyst,1000000,ISL 30R,6,,Merritt,Proposed,T,P,N,20431361,"Reigan,Brynmor",,,Y,,,,,,,116492,116492,116492,116492,QP,,,,,,,,,2018-06-13,Layoff (With Recall),,,356036,Leave,Auxilliary more than 1827,60,508013,COOP LVL 2,B4,3,Uprange Salary,35,,112-3618,,,,,,,,,,,,,,
BC Public Service Agency,Human Resources Services and Solutions,HR Support and Specialist Services,HR Service Centre,BC100,BC Public Service Agency,100-3510,HR Service Centre,635004,Environmental Coordinator,1000000,STO 21R,8,,Kelowna,Frozen,R,F,N,78030293,"Brendan,Seumas",Y,Y,,Y,165,,,,,66234,66234,66234,66234,OEX,,,,,,,,,2013-03-06,Layoff (With Recall),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Registry and Online Services,CS-SBC REG BC Online Partner,BC112,Citizens' Services,112-0523,CS-SBC REG BC Online Partner,551506,"Team Lead, Citizen Engagement",1000000,ADMN O 27R,,14,Fernie,Frozen,T,F,N,24202160,"Seonaidh,Sam",Y,Y,,Y,184,,,,,40320,40320,40320,40320,QP,,,,,,,,,2016-01-29,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Hosting Services,OES - STMS Administrator's Off,BC112,Citizens' Services,112-0568,OES - STMS Administrator's Off,505101,"Economist, Satellite Accounts",1000000,ECON 24R,,10,Courtenay,Approved,T,F,N,16386290,"Mayeul,Cristian",,,Y,,,,,,,93690,,,,OEX,,,,,,,,,2011-12-06,Paid Absence Prior to Retiremt,,,446325,Leave W/Py,Regular,32,505101,COMM O 15R,09A,5,Temporary Market Adjustment,35,B,112-0568,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Information Management Branch,CS-CSD IMB Technical Services,BC112,Citizens' Services,112-6135,CS-CSD IMB Technical Services,508013,"Sr TL, Research & Bus Analysis",1000000,ISL 30R,,9,Mackenzie,Approved,T,F,N,10663802,"Raza,Martin",Y,Y,Y,Y,115,,,,,,,,,,,,,,,,,,2020-01-13,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Information Security,OES RU INFO SECURITY,BC112,Citizens' Services,112-6150,OES Info Sec ED's Office,508013,Senior Mobile Messaging Archit,1000000,ISL 30R,,,Mackenzie,Proposed,R,F,N,41263238,"Sunny,Dennin",,,,,,,,,,,,,,,,,,,,,,,2012-03-24,Retired,,,109819,Active,Regular,60,508013,Sr App Dev,33A,1,Uprange Salary,35,B,112-6150,,,,,,,,,,,,,,
Citizens Services,Service BC,Identity and Information Management,SBC IDIM Exec Dir,BC112,Citizens' Services,112-0554,SBC IDIM Exec Dir,551504,Property Tax Analyst,1000000,ADMN O 21R,,9,Prince George,Proposed,R,F,Y,87637931,"Sebastien,Nelson",,,Y,Y,,,,,Int Out,73847,73847,73847,73847,PEA,,,,,,,,,2016-07-06,Resignation,,,517007,Active,Regular,39,551504,RES O 24R,30A,3,Temporary Market Adjustment,35,,112-0554,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Service Management Branch,OES RU Service Management ED,BC112,Citizens' Services,112-6010,OES Client Service Management,508011,Senior Technical Service Lead,1000000,ISL 27R,,,Daajing Giids,Proposed,T,F,N,09453758,"Creag,Avani",Y,Y,,,152,Y,98,,Int In,47619,47619,47619,47619,OEX,,,,,,,,,2018-05-28,Layoff (With Recall),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Network Communications and Collaboration Services,SS-WTS Request Management,BC112,Citizens' Services,112-6085,SS-WTS Request Management,508010,Interme Infrastructure Analyst,1000000,ISL 24R,7,15,Penticton,Frozen,R,F,N,39714711,"Habeeb,Amos",,,,,,,,,,56443,56443,56443,56443,MGT,,,,,,,,,2023-04-29,Job Ends/End of Recall Limit,,,419028,Active,Auxilliary less than 1827,31,508010,FO 15R,04B,4,Rehab Employment,35,B,112-6085,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps NW,  Houston",BC112,Citizens' Services,112-3639,"CS-SBC - SDOps NW,  Houston",185003,"Director, Executive Operations",1000000,Band 3,7,,Burnaby,Approved,R,P,N,00605374,"Wojciech,Rikki",,,,,,,,,,58185,58185,58185,58185,OEX,,,,,,,,,2019-12-23,Layoff (With Recall),,,684568,Leave,Regular,33,185003,COMM O 18R,MS3,4,Salary Protected,35,,112-3639,,,,,,,,,,,,,,
Citizens Services,OCIO Enterprise Services,Digital Workplace and Collaboration Services Branch,Digital Workplace Operations Unit,BC112,Citizens' Services,112-6081,OES Digital Work Ops,185004,"Dir, Enterprise Arch & Adv Se",1000000,Band 4,,8,Bella Coola,Proposed,T,F,N,33740856,"Jimmy,Ami",Y,Y,,,121,Y,145,,,50596,50596,50596,50596,MGT,,,,,,,,,2020-03-15,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Corporate Information & Records Mgmt Office,CIRMO - Digital ID/Trust,SS-CIRMO-Digital ID/Trust,BC112,Citizens' Services,112-0295,SS-CIRMO-Digital ID/Trust,508013,"Senior Lead, Change Management",1000000,ISL 30R,,,Victoria,Proposed,R,F,N,65691402,"Stefano,Alistair",,,Y,Y,,,,,,78537,78537,78537,78537,OEX,,,,,,,,,2016-03-14,Layoff (With Recall),,,024316,Leave W/Py,Auxilliary less than 1827,39,508013,STKWRK 15R,B5,5,Rehab Employment,35,B,112-0295,,Ext Out,2011-12-05,2022-09-05,508013,B5,45679093,"Abu,Daanyaal",80320,BC112,112-0295,,,
Citizens Services,Procurement & Supply,Supply Services,SS-PSD-BC Bid Operations,BC067,Product Services,067-5108,SS-PSD-BC Bid Operations,551052,Supply Chain Analyst,1000000,OFF AS 09R,,,Houston,Approved,T,F,Y,89288741,"Codie,Ryhs",Y,Y,Y,Y,140,Y,196,,,,,,,,,,,,,,,,2014-07-26,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,Ext In,2011-10-29,2021-04-17,551052,,10770806,"Findlay-James,Bendeguz",68628,BC067,067-5108,,,
Finance,Corporate Services Division,Division Operations Branch,CSD Divisional Ops Branch,BC022,Ministry of Finance,022-2606,CSD Divisional Ops Branch,185004,"Dir., Workplace Strateg & Plan",1000000,Band 4,,,Chetwynd,Frozen,R,F,Y,01575203,"Corey-James,Grzegorz",Y,Y,,Y,1,,,,,116699,116699,116699,116699,MGT,,,,,,,,,2020-10-05,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Integrated Service Solutions,SBC SS&Expansion,BC112,Citizens' Services,112-5206,SBC SS&Expansion,551501,Property Analyst,1000000,ADMN O 15R,12,,Burns Lake,Proposed,T,F,Y,76044982,"Kriss,Ezra",Y,Y,,Y,195,Y,52,,,110218,,,,OEX,,,,,,,,,2017-01-13,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Office of the Government Chief Information Officer,OCIO The Digital Office,Digital Services Office,BC112,Citizens' Services,112-0072,DPD CSI Lab,551505,Contract Performance Manager,1000000,ADMN O 24R,,14,Invermere,Proposed,T,P,Y,04345800,"Guang,Zhong",Y,Y,Y,,199,Y,71,,,93559,93559,93559,93559,MGT,,,,,,,,,2022-10-18,Paid Absence Prior to Retiremt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,OCIO Corporate Information & Records Mgmt Office,"CIRMO-Privacy, Comp & Train","SS-CIRMO-Privacy, Comp & Train",BC112,Citizens' Services,112-0106,"SS-CIRMO-Privacy, Comp & Train",551503,Administrative Officer R18,1000000,ADMN O 18R,,,Burnaby,Proposed,T,P,N,14166620,"Isaa,Ruairidh",Y,Y,Y,Y,86,Y,189,,,108014,108014,108014,108014,OEX,,,,,,,,,2014-07-09,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizens Services,Service BC,Assistant Deputy Minister's Office,CS-SBC - Service BC ADMO,BC112,Citizens' Services,112-5245,CS-SBC - Service BC ADMO,551505,Senior Planning Analyst,1000000,ADMN O 24R,,,Fort St John,Approved,R,F,N,08132035,"Aleem,Kamil",,,Y,,,,,,,61885,61885,61885,61885,QP,,,,,,,,,2014-07-10,Resignation,,,875888,Leave W/Py,Regular,61,551505,ADMN O 30R,03A,2,Rehab Employment,35,B,112-5245,,,,,,,,,,,,,,
Citizens Services,Service BC,Identity and Information Management,SBC IDIM Program Mgmt,BC112,Citizens' Services,112-6066,SBC IDIM Program Mgmt,794020,Research Assistant,1000000,WAIP,,,Fort St John,Proposed,T,F,Y,13326062,"Frazer,Marshall",Y,Y,Y,Y,98,Y,95,,,53404,53404,53404,53404,GEU,,,,,,,,,2020-05-03,Redundant,,,,,,,,,,,,,,,,Ext Out,2017-08-20,2022-08-26,794020,,18286615,"Aleksandar,Craig",53007,BC112,112-6066,Extended Parental Leave,2017-08-12,2022-03-30
Citizens Services,Service BC,Assistant Deputy Minister's Office,CS-SBC - Service BC ADMO,BC112,Citizens' Services,112-5245,CS-SBC - Service BC ADMO,508010,Network Systems Analyst,1000000,ISL 24R,,3,Vanderhoof,Approved,T,P,N,14072888,"Alastair,Lincon",,,Y,Y,,,,,,90744,90744,90744,90744,GEU,,,,,,,,,2016-05-28,Retired,,,461977,Leave W/Py,Auxilliary less than 1827,61,508010,STO-RE 27R,B2,5,Standard,35,B,112-5245,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps VI/SC, Pt Hardy",BC112,Citizens' Services,112-3561,"CS-SBC - SDOps VI/SC, Pt Hardy",185003,"Dir, People, Culture & Perform",1000000,Band 3,,5,Houston,Proposed,R,P,N,55075643,"Kingston,Eihli",,,Y,,,,,,,61350,61350,61350,61350,QP,,,,,,,,,2022-01-18,Redundant,,,591352,Leave W/Py,Auxilliary less than 1827,30,185003,COOP LVL 1,24A,3,Standard,35,B,112-3561,,,,,,,,,,,,,,
Citizens Services,Service BC,Service Delivery,"CS-SBC - SDOps SE, Vernon",BC112,Citizens' Services,112-3607,"CS-SBC - SDOps SE, Vernon",508010,Operations Service Lead,1000000,ISL 24R,11,9,Cranbrook,Proposed,T,F,N,70557522,"Mahan,Rowen",Y,Y,Y,Y,190,Y,79,,,54486,54486,54486,54486,MGT,,,,,,,,,2015-01-13,Job Ends/End of Recall Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
